"FEATURE_ID","LAST_UPDATE_BY","ROOT_VERSION_ID","CREATED_BY","APP_WIDE","FEATURE_NAME","CREATED_AT","CREATED_DESIGNER_VERSION","KIND","STABLE_VERSION_ID","ELEMENT_PATH_RULES","LAST_UPDATED_AT","_KLEENE_EXTRACT_DATE","_KLEENE_METADATA_ID"
"rABumlq4YPcBYvdnOc-g5L8SZBo","Bonnie  Bakoh","rABumlq4YPcBYvdnOc-g5L8SZBo","Bonnie  Bakoh","true","Docebo (legacy)","2022-10-10T10:13:05Z","4.2.3","Feature","rABumlq4YPcBYvdnOc-g5L8SZBo-20221010101305.347864442","[""div:nth-child(39) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396785340","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"6SfcsixaNdU514befCELpzxraQ0","Bonnie  Bakoh","6SfcsixaNdU514befCELpzxraQ0","Bonnie  Bakoh","true","Azure Blob Storage","2022-10-10T10:10:05Z","4.2.3","Feature","6SfcsixaNdU514befCELpzxraQ0-20221010101005.975997858","[""div:nth-child(21) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396605966","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"IWHQsE3XkLm4ngfZa7PWfVpewt0","Bonnie  Bakoh","IWHQsE3XkLm4ngfZa7PWfVpewt0","Bonnie  Bakoh","true","Polaris","2022-10-10T10:22:33Z","4.2.3","Feature","IWHQsE3XkLm4ngfZa7PWfVpewt0-20221010102233.621338692","[""div:nth-child(96) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397353610","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"zFsXkGKJJrET19YogStP9xn9Fr8","Bonnie  Bakoh","zFsXkGKJJrET19YogStP9xn9Fr8","Bonnie  Bakoh","true","Freshdesk","2022-10-10T10:15:03Z","4.2.3","Feature","zFsXkGKJJrET19YogStP9xn9Fr8-20221010101503.054238274","[""div:nth-child(51) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396903043","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"S1za5C2EpMIlKTRX6ZHOX2SCdQE","Bonnie  Bakoh","S1za5C2EpMIlKTRX6ZHOX2SCdQE","Bonnie  Bakoh","true","Tiktok oAuth","2022-10-10T10:25:40Z","4.2.3","Feature","S1za5C2EpMIlKTRX6ZHOX2SCdQE-20221010102540.605434763","[""div:nth-child(117) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397540596","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"7apyw_QEDHtPBWKhPUw02Uyoaio","Bonnie  Bakoh","7apyw_QEDHtPBWKhPUw02Uyoaio","Bonnie  Bakoh","true","Freshsales","2022-10-10T10:15:16Z","4.2.3","Feature","7apyw_QEDHtPBWKhPUw02Uyoaio-20221010101516.457717938","[""div:nth-child(52) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396916443","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"P8_mX0YlBgJWLjG12gmiZE3fCZU","Bonnie  Bakoh","P8_mX0YlBgJWLjG12gmiZE3fCZU","Bonnie  Bakoh","true","Transforms","2022-07-01T13:19:09Z","4.2.3","Feature","P8_mX0YlBgJWLjG12gmiZE3fCZU-20220701131909.427604423","["".MuiBadge-root > .MuiListItemIcon-root > .MuiSvgIcon-root > path""]","1656681549419","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"PWfDTsB2KSWYbZXumPVQKW5c2d0","Bonnie  Bakoh","PWfDTsB2KSWYbZXumPVQKW5c2d0","Bonnie  Bakoh","true","Amazon Aurora MySQL","2022-10-10T10:07:31Z","4.2.3","Feature","PWfDTsB2KSWYbZXumPVQKW5c2d0-20221010100731.220684885","[""div:nth-child(10) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396451208","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Na7VUPEUwNAK2lMSZmC4LFQ65Lk","Bonnie  Bakoh","Na7VUPEUwNAK2lMSZmC4LFQ65Lk","Bonnie  Bakoh","true","Notion","2022-10-10T10:20:55Z","4.2.3","Feature","Na7VUPEUwNAK2lMSZmC4LFQ65Lk-20221010102055.167157235","[""div:nth-child(86) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397255158","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"-KGPFZDkdihvSnRzvRPQ5R0pvVs","Bonnie  Bakoh","-KGPFZDkdihvSnRzvRPQ5R0pvVs","Bonnie  Bakoh","true","Recurly","2022-10-10T10:23:40Z","4.2.3","Feature","-KGPFZDkdihvSnRzvRPQ5R0pvVs-20221010102340.136932663","[""div:nth-child(103) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397420126","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"qDBw3sgMHP_mPGsIdKV60NQaqAA","Bonnie  Bakoh","qDBw3sgMHP_mPGsIdKV60NQaqAA","Bonnie  Bakoh","true","PostgreSQL","2022-10-10T10:22:45Z","4.2.3","Feature","qDBw3sgMHP_mPGsIdKV60NQaqAA-20221010102245.748892663","[""div:nth-child(97) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397365739","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"nkrXXh8Fxk-Q59PHXohcqzbcCTA","Bonnie  Bakoh","nkrXXh8Fxk-Q59PHXohcqzbcCTA","Bonnie  Bakoh","true","Stripe","2022-10-10T10:25:00Z","4.2.3","Feature","nkrXXh8Fxk-Q59PHXohcqzbcCTA-20221010102500.868242267","[""div:nth-child(112) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397500859","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"46DiZdNQCkVo4OZwkE213eMOAMg","Bonnie  Bakoh","46DiZdNQCkVo4OZwkE213eMOAMg","Bonnie  Bakoh","true","TradeTracker","2022-10-10T10:25:56Z","4.2.3","Feature","46DiZdNQCkVo4OZwkE213eMOAMg-20221010102556.766233438","[""div:nth-child(119) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397556756","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"19lIjkAm1qK1dPf3eyE4lx84W0w","Bonnie  Bakoh","19lIjkAm1qK1dPf3eyE4lx84W0w","Bonnie  Bakoh","true","Dixa","2022-10-10T10:12:46Z","4.2.3","Feature","19lIjkAm1qK1dPf3eyE4lx84W0w-20221010101246.045000770","[""div:nth-child(37) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396766026","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"OgQDcbOPeSUJpBQ3-ux0Yo0KgvA","Bonnie  Bakoh","OgQDcbOPeSUJpBQ3-ux0Yo0KgvA","Bonnie  Bakoh","true","Discord oAuth","2022-10-10T10:12:37Z","4.2.3","Feature","OgQDcbOPeSUJpBQ3-ux0Yo0KgvA-20221010101237.985370963","[""div:nth-child(36) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396757974","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"F5-oja28qlGqjv0IEJq7LokhWts","Bonnie  Bakoh","F5-oja28qlGqjv0IEJq7LokhWts","Bonnie  Bakoh","true","Supportpal","2022-10-10T10:25:18Z","4.2.3","Feature","F5-oja28qlGqjv0IEJq7LokhWts-20221010102518.938134432","[""div:nth-child(114) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397518927","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"ytzC2eElmR4ezf4IIBVrBx8l4X4","Bonnie  Bakoh","ytzC2eElmR4ezf4IIBVrBx8l4X4","Bonnie  Bakoh","true","DAG","2022-07-01T13:18:56Z","4.2.3","Feature","ytzC2eElmR4ezf4IIBVrBx8l4X4-20220701131856.075511548","[""[href=\""/dependency-graph\""] > .MuiListItemIcon-root > .MuiSvgIcon-root""]","1656681536021","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"aOYC76SY4dD5gmnqoDrb_MbL1mQ","Bonnie  Bakoh","aOYC76SY4dD5gmnqoDrb_MbL1mQ","Bonnie  Bakoh","true","Big Query","2022-10-10T10:10:16Z","4.2.3","Feature","aOYC76SY4dD5gmnqoDrb_MbL1mQ-20221010101016.412852365","[""div:nth-child(22) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396616405","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"lh5BjrHetUVuw0u_2TjqcyKAgXE","Bonnie  Bakoh","lh5BjrHetUVuw0u_2TjqcyKAgXE","Bonnie  Bakoh","true","Bing Ads","2022-10-10T10:10:27Z","4.2.3","Feature","lh5BjrHetUVuw0u_2TjqcyKAgXE-20221010101027.820370173","[""div:nth-child(23) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396627812","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"4gxzPkGL1TYcx14mCEvnTmNPRb0","Bonnie  Bakoh","4gxzPkGL1TYcx14mCEvnTmNPRb0","Bonnie  Bakoh","true","Netsuite (Deprecated)","2022-10-10T10:20:47Z","4.2.3","Feature","4gxzPkGL1TYcx14mCEvnTmNPRb0-20221010102047.580644390","[""div:nth-child(85) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397247570","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"ju0JfuuAer4eThFNH5kQlsk7400","Bonnie  Bakoh","ju0JfuuAer4eThFNH5kQlsk7400","Bonnie  Bakoh","true","Hibob (for Service Users)","2022-10-10T10:17:19Z","4.2.3","Feature","ju0JfuuAer4eThFNH5kQlsk7400-20221010101719.709577497","[""div:nth-child(65) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397039684","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"r_ssgM_LTWilVUywVGOjZktfYkM","Bonnie  Bakoh","r_ssgM_LTWilVUywVGOjZktfYkM","Bonnie  Bakoh","true","HGEM","2022-10-10T10:16:49Z","4.2.3","Feature","r_ssgM_LTWilVUywVGOjZktfYkM-20221010101649.923793571","[""div:nth-child(63) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397009913","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"IJ0SbiHrnWZ61O1jtBfV6kOASpg","Bonnie  Bakoh","IJ0SbiHrnWZ61O1jtBfV6kOASpg","Bonnie  Bakoh","true","Adobe Workfront (Legacy)","2022-10-10T10:05:26Z","4.2.3","Feature","IJ0SbiHrnWZ61O1jtBfV6kOASpg-20221010100526.060503152","[""div:nth-child(3) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396326049","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"feNNponUygX6RGqIhWQhqkNzSXU","Bonnie  Bakoh","feNNponUygX6RGqIhWQhqkNzSXU","Bonnie  Bakoh","true","Sprout Social","2022-10-10T10:24:51Z","4.2.3","Feature","feNNponUygX6RGqIhWQhqkNzSXU-20221010102451.997356037","[""div:nth-child(111) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397491988","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"dXOJeTMsR2TepRoTzlTO1hsf5rc","Bonnie  Bakoh","dXOJeTMsR2TepRoTzlTO1hsf5rc","Bonnie  Bakoh","true","Connect New Source","2022-07-01T13:21:40Z","4.2.3","Feature","dXOJeTMsR2TepRoTzlTO1hsf5rc-20220701132140.895843006","["".Mui-selected:nth-child(2) > .MuiTab-wrapper:nth-child(1)""]","1656681700885","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"3KBBkAJGS83CnzVNbFvRIKFAdHo","Bonnie  Bakoh","3KBBkAJGS83CnzVNbFvRIKFAdHo","Bonnie  Bakoh","true","AppsFlyer","2022-10-10T10:08:36Z","4.2.3","Feature","3KBBkAJGS83CnzVNbFvRIKFAdHo-20221010100836.711389950","[""div:nth-child(14) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396516700","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"qUPhsH3Leihp9Gao-YYcs4KnUdo","Bonnie  Bakoh","qUPhsH3Leihp9Gao-YYcs4KnUdo","Bonnie  Bakoh","true","SOFORT banking","2022-10-10T10:24:34Z","4.2.3","Feature","qUPhsH3Leihp9Gao-YYcs4KnUdo-20221010102434.465674991","[""div:nth-child(109) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397474456","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"zmRNQSNqrlkoCyXZyAdhMLXt8oM","Bonnie  Bakoh","zmRNQSNqrlkoCyXZyAdhMLXt8oM","Bonnie  Bakoh","true","TradeDoubler","2022-10-10T10:25:49Z","4.2.3","Feature","zmRNQSNqrlkoCyXZyAdhMLXt8oM-20221010102549.419400745","[""div:nth-child(118) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397549409","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"NoY6d-O5tHl09wEMbW7QSXj6rT4","Bonnie  Bakoh","NoY6d-O5tHl09wEMbW7QSXj6rT4","Bonnie  Bakoh","true","Chargebee","2022-10-10T10:11:18Z","4.2.3","Feature","NoY6d-O5tHl09wEMbW7QSXj6rT4-20221010101118.286417978","[""div:nth-child(28) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396678273","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Yfe2TwQCpv5-v61a23SQc7JoO0A","Bonnie  Bakoh","Yfe2TwQCpv5-v61a23SQc7JoO0A","Bonnie  Bakoh","true","PayPal","2022-10-10T10:21:53Z","4.2.3","Feature","Yfe2TwQCpv5-v61a23SQc7JoO0A-20221010102153.885447202","[""div:nth-child(93) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397313877","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"le7p6Rzb-HG9mnLJgk5qEKpSSfY","Bonnie  Bakoh","le7p6Rzb-HG9mnLJgk5qEKpSSfY","Bonnie  Bakoh","true","DynamoDB","2022-10-10T10:13:23Z","4.2.3","Feature","le7p6Rzb-HG9mnLJgk5qEKpSSfY-20221010101323.041752478","[""div:nth-child(41) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396803004","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"twZuezK4PHC5LbsY_YhzVNLPLRk","Bonnie  Bakoh","twZuezK4PHC5LbsY_YhzVNLPLRk","Bonnie  Bakoh","true","Google Sheets","2022-10-10T10:16:23Z","4.2.3","Feature","twZuezK4PHC5LbsY_YhzVNLPLRk-20221010101623.768466269","[""div:nth-child(60) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396983759","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Fd-lOPOA68eFXTV-rQCBUEiILWs","Bonnie  Bakoh","Fd-lOPOA68eFXTV-rQCBUEiILWs","Bonnie  Bakoh","true","Twilio","2022-10-10T10:26:12Z","4.2.3","Feature","Fd-lOPOA68eFXTV-rQCBUEiILWs-20221010102612.245857796","[""div:nth-child(121) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397572237","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"VAmGkOwG-19DFFVyXvZLWCeiUz8","Bonnie  Bakoh","VAmGkOwG-19DFFVyXvZLWCeiUz8","Bonnie  Bakoh","true","Hubspot (beta)","2022-10-10T10:17:48Z","4.2.3","Feature","VAmGkOwG-19DFFVyXvZLWCeiUz8-20221010101748.626674425","[""div:nth-child(68) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397068612","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"8R0kbaYLX53wxRlrix15SRNNn_Q","Bonnie  Bakoh","8R0kbaYLX53wxRlrix15SRNNn_Q","Bonnie  Bakoh","true","Zendesk Chats","2022-10-10T10:30:28Z","4.2.3","Feature","8R0kbaYLX53wxRlrix15SRNNn_Q-20221010103028.012072631","[""div:nth-child(129) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397828000","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"4KKffpd6z-J8_1Ct9IkYdEIONq0","Bonnie  Bakoh","4KKffpd6z-J8_1Ct9IkYdEIONq0","Bonnie  Bakoh","true","Planhat","2022-10-10T10:22:25Z","4.2.3","Feature","4KKffpd6z-J8_1Ct9IkYdEIONq0-20221010102225.421014554","[""div:nth-child(95) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397345411","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"_iJnC-DArKAgZvJbx0vtv79aWD8","Bonnie  Bakoh","_iJnC-DArKAgZvJbx0vtv79aWD8","Bonnie  Bakoh","true","Aftership","2022-10-10T10:06:29Z","4.2.3","Feature","_iJnC-DArKAgZvJbx0vtv79aWD8-20221010100629.860188180","[""div:nth-child(7) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396389851","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"9wgxAcQwyWPV748Rh__L9xRe_3E","Bonnie  Bakoh","9wgxAcQwyWPV748Rh__L9xRe_3E","Bonnie  Bakoh","true","Currency exchange rates","2022-10-10T10:12:29Z","4.2.3","Feature","9wgxAcQwyWPV748Rh__L9xRe_3E-20221010101229.039174450","[""div:nth-child(35) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396749029","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"UA-1RFqh8is6wjXSg_XBtaNPoDg","Bonnie  Bakoh","UA-1RFqh8is6wjXSg_XBtaNPoDg","Bonnie  Bakoh","true","AppsFlyer - Partners Reports","2022-10-10T10:08:54Z","4.2.3","Feature","UA-1RFqh8is6wjXSg_XBtaNPoDg-20221010100854.403539629","[""div:nth-child(15) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396534388","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"_cIqWCBMCuKq-CKA9lPZJGSre-0","Bonnie  Bakoh","_cIqWCBMCuKq-CKA9lPZJGSre-0","Bonnie  Bakoh","true","Quickbooks","2022-10-10T10:23:05Z","4.2.3","Feature","_cIqWCBMCuKq-CKA9lPZJGSre-0-20221010102305.556616734","[""div:nth-child(99) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397385548","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"4o_PkdTg5rNMsbQ4VQc0tSfAVeY","Bonnie  Bakoh","4o_PkdTg5rNMsbQ4VQc0tSfAVeY","Bonnie  Bakoh","true","Commission Junction (CJ) Affiliate","2022-10-10T10:11:53Z","4.2.3","Feature","4o_PkdTg5rNMsbQ4VQc0tSfAVeY-20221010101154.005281064","[""div:nth-child(32) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396713993","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"qY2ndcUVph2IXVkP5koUa2IPC-M","Bonnie  Bakoh","qY2ndcUVph2IXVkP5koUa2IPC-M","Bonnie  Bakoh","true","Optimise Network","2022-10-10T10:21:07Z","4.2.3","Feature","qY2ndcUVph2IXVkP5koUa2IPC-M-20221010102107.693550854","[""div:nth-child(87) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397267684","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"MIKTpogfpwu2cb8AjRI4OeUBu1Y","Bonnie  Bakoh","MIKTpogfpwu2cb8AjRI4OeUBu1Y","Bonnie  Bakoh","true","Quantcast","2022-10-10T10:22:56Z","4.2.3","Feature","MIKTpogfpwu2cb8AjRI4OeUBu1Y-20221010102256.520312463","[""div:nth-child(98) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397376512","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"OfbtmU9_u1noqsptMlG4v-LAQZw","Bonnie  Bakoh","OfbtmU9_u1noqsptMlG4v-LAQZw","Bonnie  Bakoh","true","HiBob","2022-10-10T10:16:59Z","4.2.3","Feature","OfbtmU9_u1noqsptMlG4v-LAQZw-20221010101659.604135330","[""div:nth-child(64) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397019596","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"vRotDY07kfjQIixRdjxEh-P0xJQ","Bonnie  Bakoh","vRotDY07kfjQIixRdjxEh-P0xJQ","Bonnie  Bakoh","true","Build Your Own (beta)","2022-10-10T10:11:06Z","4.2.3","Feature","vRotDY07kfjQIixRdjxEh-P0xJQ-20221010101106.985886619","[""div:nth-child(27) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396666974","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Qyt0Jx3RS1bO5GgDNLibpdusJ2g","Bonnie  Bakoh","Qyt0Jx3RS1bO5GgDNLibpdusJ2g","Bonnie  Bakoh","true","SQL Console","2022-07-01T13:20:37Z","4.2.3","Feature","Qyt0Jx3RS1bO5GgDNLibpdusJ2g-20220701132037.713854473","[""[href=\""/sql-console\""] > .MuiListItemIcon-root > .MuiSvgIcon-root""]","1656681637704","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"HuVQrZtUauLOPfzNkTFeZas7uCc","Bonnie  Bakoh","HuVQrZtUauLOPfzNkTFeZas7uCc","Bonnie  Bakoh","true","Pipedrive","2022-10-10T10:22:17Z","4.2.3","Feature","HuVQrZtUauLOPfzNkTFeZas7uCc-20221010102217.754531790","[""div:nth-child(94) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397337742","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"L2B9Nf9ll9jhGmBCp5t44ZTbaAs","Bonnie  Bakoh","L2B9Nf9ll9jhGmBCp5t44ZTbaAs","Bonnie  Bakoh","true","Microsoft SharePoint","2022-10-10T10:19:42Z","4.2.3","Feature","L2B9Nf9ll9jhGmBCp5t44ZTbaAs-20221010101942.184843483","[""div:nth-child(78) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397182174","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"uOS4h7YxiH5YJFZoLuyEfxj_6yE","Bonnie  Bakoh","uOS4h7YxiH5YJFZoLuyEfxj_6yE","Bonnie  Bakoh","true","Amplitude","2022-10-10T10:08:08Z","4.2.3","Feature","uOS4h7YxiH5YJFZoLuyEfxj_6yE-20221010100808.150068442","[""div:nth-child(12) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396488137","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"xA87rDGDv-_38K7pVzC_SbuIwEU","Bonnie  Bakoh","xA87rDGDv-_38K7pVzC_SbuIwEU","Bonnie  Bakoh","false","Adyen Connector","2022-10-08T16:44:48Z","4.2.3","Feature","xA87rDGDv-_38K7pVzC_SbuIwEU-20221008164448.337241414","[""div:nth-child(5) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665247488327","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"K7SBaBM1QDnsKUfDzF1dKMmtN04","Bonnie  Bakoh","K7SBaBM1QDnsKUfDzF1dKMmtN04","Bonnie  Bakoh","true","Google Analytics","2022-10-10T10:15:57Z","4.2.3","Feature","K7SBaBM1QDnsKUfDzF1dKMmtN04-20221010101557.893178200","[""div:nth-child(56) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396957883","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"vuXTeiJdfbyt26ZPzlqS-2CT1Sw","Bonnie  Bakoh","vuXTeiJdfbyt26ZPzlqS-2CT1Sw","Bonnie  Bakoh","true","Add Extract","2022-10-11T12:46:37Z","4.2.3","Feature","vuXTeiJdfbyt26ZPzlqS-2CT1Sw-20221011124638.003846618","["".MuiButton-label""]","1665492397995","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
